angle_serv,id,angle,lenght
90.966796875,15,197.9375,840.5
90.966796875,15,199.3125,845.25
90.966796875,15,200.4375,854.0
90.966796875,15,201.703125,876.0
90.966796875,15,202.921875,876.0
90.966796875,15,204.328125,883.0
90.966796875,15,206.546875,568.5
90.966796875,15,207.8125,539.75
90.966796875,15,209.125,519.0
90.966796875,15,210.640625,516.25
90.966796875,10,343.09375,2283.0
90.966796875,15,344.40625,2226.5
90.966796875,15,345.703125,2188.5
90.966796875,15,347.046875,2168.0
90.966796875,15,348.328125,2162.0
90.966796875,15,349.625,2157.25
91.494140625,15,350.890625,2145.5
91.494140625,15,352.234375,2137.75
91.494140625,15,353.5,2125.75
91.494140625,15,354.78125,2132.5
91.494140625,15,356.109375,2122.75
91.494140625,15,357.375,2121.25
91.494140625,15,358.65625,2132.5
91.494140625,15,359.953125,2122.5
91.494140625,15,1.265625,2135.75
91.494140625,15,2.53125,2135.0
91.494140625,15,3.828125,2140.0
91.494140625,15,5.125,2143.0
91.494140625,15,6.421875,2154.75
91.494140625,15,7.71875,2160.25
91.494140625,15,9.03125,2161.5
91.494140625,15,10.3125,2171.0
91.494140625,15,11.75,2178.0
91.494140625,15,13.0625,2182.75
91.494140625,15,14.375,2203.0
91.494140625,15,15.625,2222.5
91.494140625,15,16.921875,2247.25
91.494140625,13,21.453125,361.0
91.494140625,15,25.953125,311.25
91.494140625,15,27.4375,309.0
91.494140625,15,28.9375,307.75
91.494140625,15,30.671875,306.25
91.494140625,15,31.484375,292.5
91.494140625,15,34.125,278.0
91.494140625,15,35.125,264.75
91.494140625,15,36.53125,269.5
91.494140625,15,37.984375,267.75
91.494140625,15,38.890625,270.5
91.494140625,15,40.125,277.25
91.494140625,15,40.859375,281.5
91.494140625,15,42.984375,283.0
91.494140625,15,43.390625,285.75
91.494140625,15,45.25,290.0
91.494140625,15,46.203125,296.25
91.494140625,15,47.625,306.25
91.494140625,15,50.671875,3480.5
91.494140625,15,51.96875,3562.25
91.494140625,15,53.234375,3673.25
91.494140625,15,54.546875,3788.5
91.494140625,15,55.84375,3901.5
91.494140625,15,57.109375,4024.75
91.494140625,15,58.578125,4067.0
91.494140625,15,59.890625,4011.25
91.494140625,15,61.21875,3964.25
91.494140625,15,62.53125,3927.0
91.494140625,15,63.859375,3884.75
91.494140625,15,65.1875,3844.75
91.494140625,15,66.484375,3813.75
91.494140625,15,67.828125,3373.25
91.494140625,15,69.125,3751.75
91.494140625,15,79.625,138.0
91.494140625,15,80.9375,136.5
91.494140625,15,82.25,135.5
91.494140625,15,83.5625,135.25
91.494140625,15,84.875,135.25
91.494140625,15,86.1875,135.0
91.494140625,15,88.5,134.5
91.494140625,15,90.15625,134.75
91.494140625,15,91.8125,134.5
91.494140625,15,91.59375,134.5
91.494140625,15,92.921875,136.0
91.494140625,6,94.234375,137.75
91.494140625,12,100.75,939.75
91.494140625,15,102.09375,946.0
91.494140625,15,103.328125,975.25
91.494140625,15,104.59375,969.0
91.494140625,15,105.9375,970.75
91.494140625,14,108.515625,544.5
91.494140625,15,110.03125,511.75
91.494140625,15,111.640625,490.5
91.494140625,15,112.75,483.25
91.494140625,15,114.15625,487.75
91.494140625,15,115.609375,485.75
91.494140625,15,116.953125,485.25
91.494140625,15,118.171875,478.5
91.494140625,15,119.640625,478.0
91.494140625,15,120.9375,478.25
91.494140625,15,122.109375,477.5
91.494140625,15,123.703125,480.75
91.494140625,15,124.984375,487.0
91.494140625,12,127.671875,348.25
91.494140625,13,129.109375,326.0
91.494140625,15,130.96875,313.0
91.494140625,15,132.421875,304.0
91.494140625,15,133.828125,297.0
91.494140625,14,135.25,288.5
91.494140625,15,136.890625,285.75
91.494140625,15,138.59375,280.5
91.494140625,15,139.265625,276.25
91.494140625,15,140.890625,272.5
91.494140625,15,142.46875,268.5
91.494140625,13,144.609375,267.75
91.494140625,11,145.015625,276.75
91.494140625,15,146.265625,281.75
91.494140625,15,147.078125,285.25
91.494140625,15,148.8125,288.75
91.494140625,15,149.625,291.75
91.494140625,15,151.21875,296.75
91.494140625,15,152.1875,303.0
91.494140625,8,157.828125,223.75
91.494140625,9,158.171875,221.5
91.494140625,7,160.5,217.0
91.494140625,7,161.84375,210.75
91.494140625,8,162.78125,208.5
91.494140625,7,164.109375,203.75
91.494140625,9,166.109375,198.5
91.494140625,15,174.359375,306.75
91.494140625,15,175.65625,304.25
91.494140625,15,177.25,305.5
91.494140625,15,178.015625,309.75
91.494140625,15,179.625,314.75
91.494140625,15,180.890625,321.75
91.494140625,15,182.296875,329.5
91.494140625,15,183.265625,337.0
91.494140625,15,184.25,345.75
91.494140625,15,195.109375,821.25
91.494140625,15,196.4375,826.25
91.494140625,15,197.6875,838.0
91.494140625,15,198.96875,842.25
91.494140625,15,200.296875,849.5
91.494140625,15,201.609375,855.25
91.494140625,15,202.90625,865.75
91.494140625,15,204.1875,876.0
91.494140625,15,205.4375,885.25
91.494140625,15,206.8125,896.0
91.494140625,15,208.03125,906.25
91.494140625,15,210.21875,602.5
91.494140625,15,211.59375,594.5
91.494140625,15,213.0625,577.25
91.494140625,15,214.765625,483.75
91.494140625,15,216.171875,479.5
91.494140625,15,217.40625,477.0
91.494140625,15,218.96875,472.0
91.494140625,15,220.125,467.5
91.494140625,15,221.484375,467.0
91.494140625,15,222.90625,464.5
91.494140625,15,224.171875,466.0
91.494140625,15,225.375,461.25
91.494140625,15,226.75,464.5
91.494140625,15,228.203125,465.5
91.494140625,15,229.28125,469.0
91.494140625,15,230.515625,477.25
91.494140625,15,231.640625,498.25
91.494140625,14,233.171875,882.25
91.494140625,15,234.46875,859.25
91.494140625,14,235.890625,850.75
91.494140625,10,237.171875,841.75
91.494140625,15,238.546875,827.0
91.494140625,11,239.859375,807.75
91.494140625,11,241.1875,789.75
91.494140625,15,242.5625,777.0
91.494140625,9,245.03125,856.25
91.494140625,15,336.75,2345.5
91.494140625,15,338.078125,2297.5
91.494140625,15,339.421875,2272.0
91.494140625,15,340.75,2246.75
91.494140625,15,342.0625,2227.5
91.494140625,15,343.40625,2217.0
91.494140625,15,344.734375,2198.25
91.494140625,15,346.09375,2179.25
91.494140625,15,347.40625,2172.25
91.494140625,15,348.703125,2165.5
91.494140625,15,350.03125,2158.25
92.021484375,15,351.359375,2156.5
92.021484375,15,352.703125,2145.0
92.021484375,15,354.03125,2137.0
92.021484375,15,355.359375,2134.5
92.021484375,15,356.671875,2122.5
92.021484375,15,358.015625,2123.25
92.021484375,15,359.328125,2122.5
92.021484375,15,0.640625,2120.5
92.021484375,15,1.984375,2133.75
92.021484375,15,3.296875,2132.5
92.021484375,15,4.640625,2137.0
92.021484375,15,5.984375,2150.0
92.021484375,15,7.296875,2141.25
92.021484375,15,8.625,2157.25
92.021484375,15,9.953125,2160.25
92.021484375,15,11.25,2169.75
92.021484375,15,12.5625,2173.25
92.021484375,15,13.890625,2183.25
92.021484375,15,15.21875,2203.5
92.021484375,15,16.515625,2225.25
92.021484375,11,21.171875,379.25
92.021484375,15,23.21875,336.75
92.021484375,15,24.34375,321.25
92.021484375,15,25.890625,294.5
92.021484375,15,27.609375,302.75
92.021484375,15,28.671875,303.0
92.021484375,15,29.890625,303.0
92.021484375,15,31.34375,299.0
92.021484375,15,33.46875,275.75
92.021484375,15,35.59375,251.5
92.021484375,15,36.046875,253.0
92.021484375,15,38.046875,258.5
92.021484375,15,41.3125,292.5
92.021484375,15,42.15625,293.0
92.021484375,15,43.734375,295.25
92.021484375,15,44.65625,300.75
92.021484375,15,45.921875,309.75
92.021484375,15,49.625,3282.25
92.021484375,15,50.953125,3389.25
92.021484375,15,52.265625,3509.25
92.021484375,15,53.578125,3606.25
92.021484375,15,54.90625,3707.0
92.021484375,15,56.21875,3808.5
92.021484375,15,57.53125,3961.5
92.021484375,15,58.90625,4141.5
92.021484375,15,60.234375,4051.75
92.021484375,15,61.5625,3995.0
92.021484375,15,62.921875,3949.75
92.021484375,15,64.234375,3931.25
92.021484375,12,74.84375,130.25
92.021484375,12,76.859375,131.0
92.021484375,15,76.140625,131.0
92.021484375,15,79.640625,132.25
92.021484375,15,80.265625,133.5
92.021484375,15,82.046875,135.25
92.021484375,15,81.46875,135.25
92.021484375,15,82.796875,133.5
92.021484375,15,84.125,133.25
92.021484375,15,85.46875,133.25
92.021484375,15,87.84375,133.25
92.021484375,15,89.84375,133.0
92.021484375,15,89.46875,132.75
92.021484375,15,92.265625,132.75
92.021484375,15,92.171875,132.5
92.021484375,15,93.5,132.0
92.021484375,15,95.53125,132.75
92.021484375,15,96.171875,132.75
92.021484375,10,97.515625,131.75
92.021484375,9,104.140625,949.75
92.021484375,15,105.40625,943.75
92.021484375,15,106.734375,946.75
92.021484375,14,109.234375,540.5
92.021484375,15,110.765625,507.75
92.021484375,15,112.171875,502.75
92.021484375,15,113.59375,496.75
92.021484375,15,115.078125,492.25
92.021484375,15,116.359375,487.0
92.021484375,15,117.796875,484.5
92.021484375,15,119.203125,480.0
92.021484375,15,120.21875,480.25
92.021484375,15,121.828125,481.25
92.021484375,15,123.21875,482.25
92.021484375,15,124.21875,484.0
92.021484375,15,125.5625,496.75
92.021484375,12,128.21875,343.5
92.021484375,15,130.078125,320.75
92.021484375,15,132.015625,308.5
92.021484375,15,132.640625,301.0
92.021484375,15,134.15625,295.0
92.021484375,15,136.609375,288.5
92.021484375,15,137.96875,283.0
92.021484375,15,138.65625,279.0
92.021484375,15,140.015625,274.25
92.021484375,15,141.484375,269.0
92.021484375,15,143.328125,268.75
92.021484375,10,144.265625,272.5
92.021484375,15,145.75,282.0
92.021484375,15,147.109375,283.75
92.021484375,15,148.3125,285.75
92.021484375,15,149.3125,289.25
92.021484375,15,150.578125,293.25
92.021484375,15,151.625,299.0
92.021484375,15,153.34375,307.75
92.021484375,8,158.75,225.0
92.021484375,9,159.984375,216.75
92.021484375,6,161.703125,214.0
92.021484375,8,162.84375,208.0
92.021484375,7,163.28125,202.75
92.021484375,7,165.546875,202.5
92.021484375,7,168.21875,198.25
92.021484375,15,173.46875,325.0
92.021484375,15,174.78125,304.5
92.021484375,15,176.546875,301.75
92.021484375,15,177.875,302.0
92.021484375,15,178.90625,303.75
92.021484375,15,180.28125,307.0
92.021484375,15,181.484375,315.25
92.021484375,15,182.765625,323.25
92.021484375,15,183.53125,333.75
92.021484375,15,185.125,336.25
92.021484375,15,186.0,349.75
92.021484375,15,191.84375,465.0
92.021484375,15,193.296875,809.75
92.021484375,15,194.515625,822.0
92.021484375,15,195.875,828.0
92.021484375,15,197.203125,834.25
92.021484375,15,198.453125,842.5
92.021484375,15,199.796875,849.25
92.021484375,15,201.25,857.5
92.021484375,15,202.578125,864.5
92.021484375,15,203.796875,876.5
92.021484375,15,205.125,882.25
92.021484375,15,206.421875,895.5
92.021484375,15,207.8125,903.25
92.021484375,15,209.15625,920.5
92.021484375,15,211.28125,605.0
92.021484375,15,212.578125,598.5
92.021484375,15,214.40625,502.5
92.021484375,15,216.0625,484.25
92.021484375,15,217.203125,486.25
92.021484375,15,218.859375,478.0
92.021484375,15,220.15625,467.0
92.021484375,15,221.4375,467.25
92.021484375,15,222.75,464.5
92.021484375,15,224.265625,467.25
92.021484375,15,225.421875,460.5
92.021484375,15,227.0,463.0
92.021484375,15,228.296875,464.75
92.021484375,15,229.375,467.25
92.021484375,15,230.953125,473.5
92.021484375,15,232.1875,485.25
92.021484375,15,236.078125,855.25
92.021484375,12,237.46875,846.5
92.021484375,15,238.875,822.5
92.021484375,14,240.203125,810.5
92.021484375,13,241.671875,790.0
92.021484375,9,242.953125,786.75
92.021484375,15,335.828125,2376.75
92.021484375,15,337.15625,2334.0
92.021484375,15,338.5625,2280.5
92.021484375,15,339.890625,2255.5
92.021484375,15,341.265625,2233.25
92.021484375,15,342.609375,2223.25
92.021484375,15,343.953125,2205.25
92.021484375,15,345.28125,2183.25
92.021484375,15,346.640625,2176.25
92.021484375,15,347.9375,2169.0
92.021484375,15,349.296875,2160.75
92.021484375,15,350.640625,2157.75
92.548828125,15,351.984375,2144.25
92.548828125,15,353.34375,2137.0
92.548828125,15,354.671875,2137.5
92.548828125,15,356.046875,2131.5
92.548828125,15,357.40625,2130.25
92.548828125,15,358.75,2124.0
92.548828125,15,0.078125,2121.25
92.548828125,15,1.40625,2129.5
92.548828125,15,2.75,2123.75
92.548828125,15,4.109375,2132.0
92.548828125,15,5.453125,2137.0
92.548828125,15,6.78125,2152.25
92.548828125,15,8.140625,2144.5
92.548828125,15,9.5,2158.5
92.548828125,15,10.8125,2162.75
92.548828125,15,12.109375,2172.0
92.548828125,15,13.453125,2183.25
92.548828125,15,14.828125,2189.25
92.548828125,15,16.125,2219.25
92.548828125,15,17.46875,2229.75
92.548828125,8,22.21875,367.5
92.548828125,15,23.9375,331.25
92.548828125,15,28.140625,302.75
92.548828125,15,29.9375,303.0
92.548828125,15,31.625,303.75
92.548828125,15,32.234375,297.0
92.548828125,15,35.0,269.75
92.548828125,15,38.265625,250.75
92.548828125,15,37.328125,253.0
92.548828125,15,38.84375,258.75
92.548828125,15,40.1875,263.0
92.548828125,15,41.6875,273.25
92.548828125,15,42.765625,284.5
92.548828125,15,43.84375,288.75
92.548828125,15,45.40625,291.5
92.548828125,15,45.921875,296.25
92.548828125,15,50.96875,3424.25
92.548828125,15,52.296875,3486.25
92.548828125,15,53.625,3603.75
92.548828125,15,54.96875,3722.25
92.548828125,15,56.28125,3832.75
92.548828125,15,57.625,3960.0
92.548828125,15,58.984375,4091.5
92.548828125,15,60.359375,4027.5
92.548828125,15,61.71875,3970.0
92.548828125,15,63.046875,3948.5
92.548828125,15,64.40625,3898.75
92.548828125,15,65.75,3849.0
92.548828125,15,67.109375,3813.75
92.548828125,15,68.46875,3789.75
92.548828125,15,69.8125,3762.25
92.548828125,15,71.15625,3731.25
92.548828125,15,72.515625,3708.25
92.548828125,15,81.75,156.75
92.548828125,15,83.09375,139.75
92.548828125,15,84.4375,138.75
92.548828125,15,86.734375,138.5
92.548828125,15,88.46875,138.0
92.548828125,15,88.484375,137.25
92.548828125,15,89.828125,137.5
92.548828125,15,92.734375,138.5
92.548828125,15,99.296875,911.5
92.548828125,15,100.625,917.75
92.548828125,15,102.0,929.25
92.548828125,15,103.265625,943.25
92.548828125,15,104.640625,960.25
92.548828125,15,105.890625,980.5
92.548828125,15,107.28125,984.5
92.548828125,15,110.046875,526.5
92.548828125,15,111.53125,500.5
92.548828125,14,113.0625,481.75
92.548828125,15,114.171875,476.5
92.548828125,15,115.515625,482.5
92.548828125,15,116.84375,481.25
92.548828125,15,118.4375,478.25
92.548828125,15,119.53125,476.5
92.548828125,15,121.1875,474.5
92.548828125,15,122.3125,473.75
92.548828125,15,123.765625,472.75
92.548828125,15,124.953125,481.75
92.548828125,13,127.75,348.5
92.548828125,13,128.96875,327.0
92.548828125,15,130.796875,314.25
92.548828125,15,132.03125,305.0
92.548828125,15,133.515625,297.25
92.548828125,15,135.65625,289.25
92.548828125,15,137.421875,284.0
92.548828125,15,138.40625,279.25
92.548828125,15,139.9375,276.5
92.548828125,15,141.453125,273.75
92.548828125,15,142.359375,268.25
92.548828125,15,143.59375,267.0
92.548828125,15,147.265625,286.5
92.548828125,15,149.0,289.25
92.548828125,15,150.734375,293.25
92.548828125,14,151.234375,298.0
92.548828125,7,154.453125,218.25
92.548828125,9,156.578125,215.25
92.548828125,8,158.265625,212.25
92.548828125,10,158.796875,207.75
92.548828125,8,160.296875,203.0
92.548828125,8,162.390625,197.0
92.548828125,7,163.75,198.25
